Date,Close
6/1/2016 16:00:00,124.92
6/2/2016 16:00:00,124.56
6/3/2016 16:00:00,124.27
6/6/2016 16:00:00,125.96
6/7/2016 16:00:00,123.83
6/8/2016 16:00:00,124.28
6/9/2016 16:00:00,121.78
6/10/2016 16:00:00,121.91
6/13/2016 16:00:00,124.25
6/14/2016 16:00:00,127.28
6/15/2016 16:00:00,132.35
6/16/2016 16:00:00,140.53
6/17/2016 16:00:00,140.53
6/20/2016 16:00:00,142.41
6/21/2016 16:00:00,141.1
6/22/2016 16:00:00,140.25
6/23/2016 16:00:00,140.12
6/24/2016 16:00:00,140.59
6/27/2016 16:00:00,141.09
6/28/2016 16:00:00,140.03
6/29/2016 16:00:00,142.52
6/30/2016 16:00:00,147.47
7/1/2016 16:00:00,144.82
7/5/2016 16:00:00,145.44
7/6/2016 16:00:00,144.76
7/7/2016 16:00:00,144.29
7/8/2016 16:00:00,145.31
7/11/2016 16:00:00,145.93
7/12/2016 16:00:00,146.45
7/13/2016 16:00:00,146.9
7/14/2016 16:00:00,146.38
7/15/2016 16:00:00,144.11
7/18/2016 16:00:00,144.69
7/19/2016 16:00:00,146.37
7/20/2016 16:00:00,148.61
7/21/2016 16:00:00,147.06
7/22/2016 16:00:00,149.3
7/25/2016 16:00:00,148.43
7/26/2016 16:00:00,147.62
7/27/2016 16:00:00,141.73
7/28/2016 16:00:00,143.94
7/29/2016 16:00:00,142.41
8/1/2016 16:00:00,144.51
8/2/2016 16:00:00,142.6
8/3/2016 16:00:00,142.42
8/4/2016 16:00:00,142.27
8/5/2016 16:00:00,142.35
8/8/2016 16:00:00,141.56
8/9/2016 16:00:00,141.53
8/10/2016 16:00:00,153.5
8/11/2016 16:00:00,152.25
8/12/2016 16:00:00,156.5
8/15/2016 16:00:00,158
8/16/2016 16:00:00,153.96
8/17/2016 16:00:00,151.7
8/18/2016 16:00:00,152.76
8/19/2016 16:00:00,151.26
8/22/2016 16:00:00,150.04
8/23/2016 16:00:00,153.02
8/24/2016 16:00:00,151.71
8/25/2016 16:00:00,152.56
8/26/2016 16:00:00,151.34
8/29/2016 16:00:00,150.26
8/30/2016 16:00:00,150.52
8/31/2016 16:00:00,150.3
9/1/2016 16:00:00,152.65
9/2/2016 16:00:00,153.83
9/6/2016 16:00:00,153.72
9/7/2016 16:00:00,154.62
9/8/2016 16:00:00,151.63
9/9/2016 16:00:00,149.21
9/12/2016 16:00:00,149.8
9/13/2016 16:00:00,147.15
9/14/2016 16:00:00,146.18
9/15/2016 16:00:00,146.4
9/16/2016 16:00:00,143.85
9/19/2016 16:00:00,144.64
9/20/2016 16:00:00,145.73
9/21/2016 16:00:00,145.95
9/22/2016 16:00:00,150.53
9/23/2016 16:00:00,148.52
9/26/2016 16:00:00,144.5
9/27/2016 16:00:00,148.19
9/28/2016 16:00:00,146.13
9/29/2016 16:00:00,143.41
9/30/2016 16:00:00,148.16
10/3/2016 16:00:00,145.12
10/4/2016 16:00:00,143.49
10/5/2016 16:00:00,141.44
10/6/2016 16:00:00,142.5
10/7/2016 16:00:00,141.47
10/10/2016 16:00:00,141.58
10/11/2016 16:00:00,140.3
10/12/2016 16:00:00,141.79
10/13/2016 16:00:00,141.87
10/14/2016 16:00:00,140.35
10/17/2016 16:00:00,141.23
10/18/2016 16:00:00,142.4
10/19/2016 16:00:00,143.98
10/20/2016 16:00:00,142.89
10/21/2016 16:00:00,143.16
10/24/2016 16:00:00,144.56
10/25/2016 16:00:00,145.34
10/26/2016 16:00:00,144.47
10/27/2016 16:00:00,141.56
10/28/2016 16:00:00,145.09
10/31/2016 16:00:00,141.3
11/1/2016 16:00:00,141.41
11/2/2016 16:00:00,142.72
11/3/2016 16:00:00,141.38
11/4/2016 16:00:00,140.56
11/7/2016 16:00:00,140.37
11/8/2016 16:00:00,141.27
11/9/2016 16:00:00,157.81
11/10/2016 16:00:00,160.49
11/11/2016 16:00:00,167.48
11/14/2016 16:00:00,164.98
11/15/2016 16:00:00,164.6
11/16/2016 16:00:00,165.32
11/17/2016 16:00:00,164.97
11/18/2016 16:00:00,165.44
11/21/2016 16:00:00,164.9
11/22/2016 16:00:00,165.02
11/23/2016 16:00:00,164.73
11/25/2016 16:00:00,165.86
11/28/2016 16:00:00,166.15
11/29/2016 16:00:00,165.06
11/30/2016 16:00:00,161.78
12/1/2016 16:00:00,159.01
12/2/2016 16:00:00,157.62
12/5/2016 16:00:00,160.02
12/6/2016 16:00:00,159.72
12/7/2016 16:00:00,162.03
12/8/2016 16:00:00,161.91
12/9/2016 16:00:00,167.15
12/12/2016 16:00:00,167.33
12/13/2016 16:00:00,167.16
12/14/2016 16:00:00,167.72
12/15/2016 16:00:00,171.66
12/16/2016 16:00:00,174.06
12/19/2016 16:00:00,173.6
12/20/2016 16:00:00,178.52
12/21/2016 16:00:00,177.21
12/22/2016 16:00:00,174.67
12/23/2016 16:00:00,177.56
12/27/2016 16:00:00,179.08
12/28/2016 16:00:00,178.7
12/29/2016 16:00:00,179.05
12/30/2016 16:00:00,178.85
1/3/2017 16:00:00,179.7
1/4/2017 16:00:00,179.96
1/5/2017 16:00:00,179.3
1/6/2017 16:00:00,177.21
1/9/2017 16:00:00,173.17
1/10/2017 16:00:00,171.73
1/11/2017 16:00:00,170.92
1/12/2017 16:00:00,169.3
1/13/2017 16:00:00,170.1
1/17/2017 16:00:00,166.71
1/18/2017 16:00:00,168
1/19/2017 16:00:00,166.41
1/20/2017 16:00:00,166.64
1/23/2017 16:00:00,167.69
1/24/2017 16:00:00,169.6
1/25/2017 16:00:00,169.35
1/26/2017 16:00:00,166.49
1/27/2017 16:00:00,165.91
1/30/2017 16:00:00,164.5
1/31/2017 16:00:00,168.84
2/1/2017 16:00:00,168.22
2/2/2017 16:00:00,169.32
2/3/2017 16:00:00,171.16
2/6/2017 16:00:00,171.29
2/7/2017 16:00:00,172.34
2/8/2017 16:00:00,172.99
2/9/2017 16:00:00,176.4
2/10/2017 16:00:00,177
2/13/2017 16:00:00,176.5
2/14/2017 16:00:00,174.28
2/15/2017 16:00:00,174.44
2/16/2017 16:00:00,175.09
2/17/2017 16:00:00,177.06
2/21/2017 16:00:00,181.09
2/22/2017 16:00:00,180.57
2/23/2017 16:00:00,180.84
2/24/2017 16:00:00,177.32
2/27/2017 16:00:00,176.4
2/28/2017 16:00:00,172.07
3/1/2017 16:00:00,174.51
3/2/2017 16:00:00,174.02
3/3/2017 16:00:00,174.29
3/6/2017 16:00:00,173.41
3/7/2017 16:00:00,174.55
3/8/2017 16:00:00,174.35
3/9/2017 16:00:00,173
3/10/2017 16:00:00,171.74
3/13/2017 16:00:00,171.22
3/14/2017 16:00:00,186.5
3/15/2017 16:00:00,189.04
3/16/2017 16:00:00,192.38
3/17/2017 16:00:00,194.03
3/20/2017 16:00:00,195.23
3/21/2017 16:00:00,195
3/22/2017 16:00:00,195.83
3/23/2017 16:00:00,198.52
3/24/2017 16:00:00,197.28
3/27/2017 16:00:00,199.38
3/28/2017 16:00:00,202
3/29/2017 16:00:00,202.26
3/30/2017 16:00:00,203.75
3/31/2017 16:00:00,206.02
4/3/2017 16:00:00,199.31
4/4/2017 16:00:00,202.02
4/5/2017 16:00:00,199.67
4/6/2017 16:00:00,198.67
4/7/2017 16:00:00,199.21
4/10/2017 16:00:00,204.34
4/11/2017 16:00:00,203.91
4/12/2017 16:00:00,202.51
4/13/2017 16:00:00,202.18
4/17/2017 16:00:00,207.45
4/18/2017 16:00:00,207.39
4/19/2017 16:00:00,208.23
4/20/2017 16:00:00,209.82
4/21/2017 16:00:00,204.9
4/24/2017 16:00:00,209.1
4/25/2017 16:00:00,207.29
4/26/2017 16:00:00,208.35
4/27/2017 16:00:00,209.92
4/28/2017 16:00:00,211.86
5/1/2017 16:00:00,209.65
5/2/2017 16:00:00,207
5/3/2017 16:00:00,204.19
5/4/2017 16:00:00,205.15
5/5/2017 16:00:00,205.74
5/8/2017 16:00:00,205
5/9/2017 16:00:00,203.15
5/10/2017 16:00:00,204.57
5/11/2017 16:00:00,203.67
5/12/2017 16:00:00,199.93
5/15/2017 16:00:00,199.3
5/16/2017 16:00:00,200.11
5/17/2017 16:00:00,199.82
5/18/2017 16:00:00,201.56
5/19/2017 16:00:00,204.42
5/22/2017 16:00:00,214.42
5/23/2017 16:00:00,215.11
5/24/2017 16:00:00,225.25
5/25/2017 16:00:00,223.06
5/26/2017 16:00:00,225.67
5/30/2017 16:00:00,227.41
5/31/2017 16:00:00,227.74
6/1/2017 16:00:00,231.21
6/2/2017 16:00:00,231.75
6/5/2017 16:00:00,225.91
6/6/2017 16:00:00,226.41
6/7/2017 16:00:00,230.11
6/8/2017 16:00:00,228.85
6/9/2017 16:00:00,227.06
6/12/2017 16:00:00,228.64
6/13/2017 16:00:00,231.69
6/14/2017 16:00:00,236.22
6/15/2017 16:00:00,238.87
6/16/2017 16:00:00,234.16
6/19/2017 16:00:00,235.89
6/20/2017 16:00:00,235.38
6/21/2017 16:00:00,234.79
6/22/2017 16:00:00,233.05
6/23/2017 16:00:00,235.66
6/26/2017 16:00:00,233.82
6/27/2017 16:00:00,227.37
